Vehicle ID,Year,Make,Model,Class,Drive,Transmission,Engine Cylinders,Engine Displacement,Turbocharger,Supercharger,Fuel Type,Fuel Type 1,Fuel Type 2,City MPG,Highway MPG,Combined MPG,Annual Fuel Cost,Fuel Economy Score,Gasoline/Electricity Blended
38001,2017,BMW,i3 BEV (94 Amp-hour battery),Subcompact Cars,Rear-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,129,106,118,550,10,FALSE
38002,2017,Mercedes-Benz,B250e,Midsize Cars,Front-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,85,82,84,800,10,FALSE
38003,2016,Ferrari,488 Spider,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,3.9,T,,Premium,Premium Gasoline,,15,22,18,2350,4,FALSE
38004,2016,Ferrari,488 Spider,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,3.9,T,,Premium,Premium Gasoline,,16,22,18,2350,4,FALSE
38005,2017,Audi,TT Roadster quattro,Two Seaters,All-Wheel Drive,Auto(AM-S6),4,2,T,,Regular,Regular Gasoline,,23,30,26,1350,6,FALSE
38006,2017,Audi,A3 quattro,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2,T,,Regular,Regular Gasoline,,24,31,27,1300,6,FALSE
38007,2017,Audi,TT Coupe quattro,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2,T,,Regular,Regular Gasoline,,23,30,26,1350,6,FALSE
38008,2017,BMW,M240i Coupe,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,T,,Premium,Premium Gasoline,,19,28,22,1900,5,FALSE
38009,2017,BMW,M240i xDrive Coupe,Subcompact Cars,All-Wheel Drive,Automatic (S8),6,3,T,,Premium,Premium Gasoline,,21,31,25,1700,5,FALSE
38010,2017,BMW,M240i Convertible,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,T,,Premium,Premium Gasoline,,19,29,23,1850,5,FALSE
38011,2017,BMW,M240i xDrive Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),6,3,T,,Premium,Premium Gasoline,,21,31,25,1700,5,FALSE
38012,2017,BMW,440i xDrive Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),6,3,T,,Premium,Premium Gasoline,,20,30,24,1750,5,FALSE
38013,2017,Audi,A4 Ultra,Compact Cars,Front-Wheel Drive,Auto(AM-S7),4,2,T,,Premium,Premium Gasoline,,27,37,31,1350,7,FALSE
38014,2017,BMW,340i,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,T,,Premium,Premium Gasoline,,19,29,23,1850,5,FALSE
38015,2017,BMW,340i xDrive,Compact Cars,All-Wheel Drive,Automatic (S8),6,3,T,,Premium,Premium Gasoline,,21,31,25,1700,5,FALSE
38016,2017,BMW,340i xDrive,Compact Cars,All-Wheel Drive,Manual 6-Speed,6,3,T,,Premium,Premium Gasoline,,19,29,23,1850,5,FALSE
38017,2017,BMW,440i Coupe,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3,T,,Premium,Premium Gasoline,,19,29,23,1850,5,FALSE
38018,2017,BMW,440i xDrive Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),6,3,T,,Premium,Premium Gasoline,,21,31,25,1700,5,FALSE
38019,2017,BMW,440i xDrive Coupe,Compact Cars,All-Wheel Drive,Manual 6-Speed,6,3,T,,Premium,Premium Gasoline,,19,29,23,1850,5,FALSE
38020,2017,BMW,440i xDrive Gran Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),6,3,T,,Premium,Premium Gasoline,,21,31,25,1700,5,FALSE
38021,2017,Hyundai,Veloster,Compact Cars,Front-Wheel Drive,Auto(AM7),4,1.6,T,,Regular,Regular Gasoline,,26,32,29,1200,7,FALSE
38022,2017,Hyundai,Veloster,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.6,T,,Regular,Regular Gasoline,,25,33,28,1250,6,FALSE
38023,2017,Mazda,2,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,,,Regular,Regular Gasoline,,30,39,34,1050,8,FALSE
38024,2017,Mazda,2,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.5,,,Regular,Regular Gasoline,,32,40,35,1000,8,FALSE
38025,2017,Mercedes-Benz,C300,Compact Cars,Rear-Wheel Drive,Automatic 7-Speed,4,2,T,,Premium,Premium Gasoline,,24,34,28,1500,6,FALSE
38026,2017,Mercedes-Benz,CLS550,Compact Cars,Rear-Wheel Drive,Automatic 9-Speed,8,4.7,T,,Premium,Premium Gasoline,,18,26,21,2000,4,FALSE
38027,2017,Mercedes-Benz,CLS550 4matic,Compact Cars,4-Wheel Drive,Automatic 9-Speed,8,4.7,T,,Premium,Premium Gasoline,,17,25,20,2100,4,FALSE
38028,2017,Audi,A6 quattro,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2,T,,Premium,Premium Gasoline,,22,31,25,1700,5,FALSE
38029,2017,Audi,A6,Midsize Cars,Front-Wheel Drive,Auto(AM-S7),4,2,T,,Premium,Premium Gasoline,,24,34,28,1500,6,FALSE
38030,2017,Bentley,Mulsanne,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,6.8,T,,Premium,Premium Gasoline,,11,18,14,3000,1,FALSE
38031,2017,Mazda,6,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,2.5,,,Regular,Regular Gasoline,,24,34,28,1250,6,FALSE
38032,2017,Mazda,6,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.5,,,Regular,Regular Gasoline,,26,35,29,1200,7,FALSE
38033,2017,Mazda,6,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.5,,,Regular,Regular Gasoline,,27,35,30,1150,7,FALSE
38034,2017,BMW,340i xDrive Gran Turismo,Large Cars,All-Wheel Drive,Automatic (S8),6,3,T,,Premium,Premium Gasoline,,20,30,24,1750,5,FALSE
38035,2017,Chevrolet,SS,Large Cars,Rear-Wheel Drive,Automatic (S6),8,6.2,,,Premium,Premium Gasoline,,14,22,16,2650,2,FALSE
38036,2017,Chevrolet,SS,Large Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,,,Premium,Premium Gasoline,,14,22,17,2500,3,FALSE
38037,2017,Lincoln,Continental  AWD,Large Cars,All-Wheel Drive,Automatic (S6),6,3,T,,Regular,Regular Gasoline,,16,24,19,1850,4,FALSE
38038,2017,Lincoln,Continental  AWD,Large Cars,All-Wheel Drive,Automatic (S6),6,2.7,T,,Regular,Regular Gasoline,,17,25,20,1750,4,FALSE
38039,2017,Lincoln,Continental  FWD,Large Cars,Front-Wheel Drive,Automatic (S6),6,2.7,T,,Regular,Regular Gasoline,,18,27,21,1650,4,FALSE
38040,2017,Lincoln,Continental  FWD,Large Cars,Front-Wheel Drive,Automatic (S6),6,3.7,,,Regular,Regular Gasoline,,17,26,20,1750,4,FALSE
38041,2017,Lincoln,Continental  AWD,Large Cars,All-Wheel Drive,Automatic (S6),6,3.7,,,Regular,Regular Gasoline,,16,24,19,1850,4,FALSE
38042,2017,Audi,A4 allroad quattro,Small Station Wagons,All-Wheel Drive,Auto(AM-S7),4,2,T,,Premium,Premium Gasoline,,23,28,25,1700,5,FALSE
38043,2017,Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Manual 5-Speed,4,2,,,Regular,Regular Gasoline,,23,30,26,1350,6,FALSE
38044,2017,Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),4,2,,,Regular,Regular Gasoline,,26,33,29,1200,7,FALSE
38045,2017,BMW,740e xDrive,Large Cars,All-Wheel Drive,Automatic (S8),4,2,T,,Premium and Electricity,Premium Gasoline,Electricity,25,29,27,1550,8,TRUE
38046,2017,Hyundai,Sonata Plug-in Hybrid,Midsize Cars,Front-Wheel Drive,Auto(AM6),4,2,,,Regular Gas and Electricity,Regular Gasoline,Electricity,38,40,39,900,10,TRUE
38047,2017,Ferrari,LaFerrari Aperta,Two Seaters,Part-time 4-Wheel Drive,Auto(AM7),12,6.3,,,Premium,Premium Gasoline,,12,15,13,3250,1,FALSE
38048,2017,Mercedes-Benz,AMG SL65,Two Seaters,Rear-Wheel Drive,Automatic 7-Speed,12,6,T,,Premium,Premium Gasoline,,13,22,16,2650,2,FALSE
38049,2017,MINI,Cooper S Convertible,Minicompact Cars,Front-Wheel Drive,Automatic (S6),4,2,T,,Premium,Premium Gasoline,,25,33,28,1500,6,FALSE
38050,2017,Bentley,Continental GT Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),12,6,T,,Premium,Premium Gasoline,,12,20,15,2800,2,FALSE
38051,2017,Mercedes-Benz,S65 AMG Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6,T,,Premium,Premium Gasoline,,14,21,16,2650,2,FALSE
38052,2017,Bentley,Continental GT,Compact Cars,All-Wheel Drive,Automatic (S8),12,6,T,,Premium,Premium Gasoline,,12,21,15,2800,2,FALSE
38053,2017,Infiniti,QX30,Compact Cars,Front-Wheel Drive,Auto(AM7),4,2,T,,Premium,Premium Gasoline,,24,33,27,1550,6,FALSE
38054,2017,Infiniti,QX30 AWD,Compact Cars,All-Wheel Drive,Auto(AM7),4,2,T,,Premium,Premium Gasoline,,21,30,25,1700,5,FALSE
38055,2017,Nissan,Versa,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.6,,,Regular,Regular Gasoline,,31,39,34,1050,8,FALSE
38056,2017,Nissan,Versa,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.6,,,Regular,Regular Gasoline,,27,36,30,1150,7,FALSE
38057,2017,Nissan,Versa,Compact Cars,Front-Wheel Drive,Automatic 4-Speed,4,1.6,,,Regular,Regular Gasoline,,26,35,29,1200,7,FALSE
38058,2017,Volkswagen,CC,Compact Cars,Front-Wheel Drive,Auto(AM-S6),4,2,T,,Premium,Premium Gasoline,,22,31,25,1700,5,FALSE
38059,2017,Volvo,S60 Polestar AWD,Compact Cars,All-Wheel Drive,Automatic (S8),4,2,T,S,Premium,Premium Gasoline,,20,27,23,1850,5,FALSE
38060,2017,Bentley,Flying Spur,Midsize Cars,All-Wheel Drive,Automatic (S8),12,6,T,,Premium,Premium Gasoline,,12,20,15,2800,2,FALSE
38061,2017,Toyota,Prius,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,54,50,52,650,10,FALSE
38062,2017,Toyota,Prius Eco,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,58,53,56,600,10,FALSE
38063,2017,Mercedes-Benz,Maybach S600,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6,T,,Premium,Premium Gasoline,,13,21,16,2650,2,FALSE
38064,2017,Mercedes-Benz,S600,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6,T,,Premium,Premium Gasoline,,13,22,16,2650,2,FALSE
38065,2017,Mercedes-Benz,AMG S65,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6,T,,Premium,Premium Gasoline,,13,22,16,2650,2,FALSE
38066,2017,Kia,Soul,Small Station Wagons,Front-Wheel Drive,Automatic (S6),4,1.6,,,Regular,Regular Gasoline,,25,30,27,1300,6,FALSE
38067,2017,Kia,Soul,Small Station Wagons,Front-Wheel Drive,Automatic (S6),4,2,,,Regular,Regular Gasoline,,25,30,27,1300,6,FALSE
38068,2017,Kia,Soul,Small Station Wagons,Front-Wheel Drive,Manual 6-Speed,4,1.6,,,Regular,Regular Gasoline,,24,30,27,1300,6,FALSE
38069,2017,Volvo,V60 Polestar AWD,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2,T,S,Premium,Premium Gasoline,,20,27,23,1850,5,FALSE
38070,2017,Toyota,RAV4,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.5,,,Regular,Regular Gasoline,,23,29,25,1400,5,FALSE
38071,2017,Toyota,RAV4 LE/XLE,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.5,,,Regular,Regular Gasoline,,23,30,26,1350,6,FALSE
38072,2017,Mercedes-Benz,GLA250 4matic,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Auto(AM7),4,2,T,,Premium,Premium Gasoline,,23,31,26,1650,6,FALSE
38073,2017,Toyota,RAV4 AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,2.5,,,Regular,Regular Gasoline,,22,28,25,1400,5,FALSE
38074,2017,Toyota,RAV4 Limited AWD/SE AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,2.5,,,Regular,Regular Gasoline,,22,28,24,1450,5,FALSE
38075,2017,Toyota,RAV4 Hybrid AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),4,2.5,,,Regular,Regular Gasoline,,34,30,32,1100,7,FALSE
38076,2017,Nissan,Armada 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S7),8,5.6,,,Regular,Regular Gasoline,,14,19,16,2200,2,FALSE
38077,2017,Lexus,GX 460,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S6),8,4.6,,,Premium,Premium Gasoline,,15,18,16,2650,2,FALSE
38078,2017,Lexus,LX 570,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S8),8,5.7,,,Premium,Premium Gasoline,,13,18,15,2800,2,FALSE
38079,2017,Nissan,Armada 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S7),8,5.6,,,Regular,Regular Gasoline,,13,18,15,2350,2,FALSE
38080,2017,Toyota,Land Cruiser Wagon 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S8),8,5.7,,,Regular,Regular Gasoline,,13,18,15,2350,2,FALSE
38081,2017,BMW,330e,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2,T,,Premium and Electricity,Premium Gasoline,Electricity,28,34,30,1400,9,TRUE
38082,2017,Lotus,Evora,Minicompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.5,,S,Premium,Premium Gasoline,,16,24,19,2250,4,FALSE
38083,2017,Lotus,Evora,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),6,3.5,,S,Premium,Premium Gasoline,,17,24,20,2100,4,FALSE
38084,2017,Buick,Cascada,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),4,1.6,T,,Premium,Premium Gasoline,,20,27,23,1850,5,FALSE
38085,2017,Mercedes-Benz,AMG C63 S Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4,T,,Premium,Premium Gasoline,,17,23,19,2250,4,FALSE
38086,2017,Mercedes-Benz,AMG C63 Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4,T,,Premium,Premium Gasoline,,17,23,19,2250,4,FALSE
38087,2017,Hyundai,Veloster,Compact Cars,Front-Wheel Drive,Auto(AM6),4,1.6,,,Regular,Regular Gasoline,,28,35,31,1150,7,FALSE
38088,2017,Hyundai,Veloster,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.6,,,Regular,Regular Gasoline,,27,34,30,1150,7,FALSE
38089,2017,Jaguar,XE,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2,T,,Diesel,Diesel,,32,42,36,1050,8,FALSE
38090,2017,Jaguar,XE AWD,Compact Cars,All-Wheel Drive,Automatic (S8),4,2,T,,Diesel,Diesel,,30,40,34,1150,8,FALSE
38091,2017,Kia,Forte Koup,Compact Cars,Front-Wheel Drive,Automatic (S6),4,2,,,Regular,Regular Gasoline,,25,33,28,1250,6,FALSE
38092,2017,Kia,Forte Koup,Compact Cars,Front-Wheel Drive,Auto(AM7),4,1.6,T,,Regular,Regular Gasoline,,25,32,27,1300,6,FALSE
38093,2017,Kia,Forte Koup,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.6,T,,Regular,Regular Gasoline,,23,30,26,1350,6,FALSE
38094,2017,Mercedes-Benz,AMG C63,Compact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4,T,,Premium,Premium Gasoline,,18,25,21,2000,4,FALSE
38095,2017,Mercedes-Benz,AMG C63 S,Compact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4,T,,Premium,Premium Gasoline,,18,24,20,2100,4,FALSE
38096,2017,Chevrolet,Malibu,Midsize Cars,Front-Wheel Drive,Automatic 9-Speed,4,2,T,,Premium,Premium Gasoline,,22,33,26,1650,6,FALSE
38097,2017,Chevrolet,Malibu Hybrid,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,49,43,46,750,10,FALSE
38098,2017,Chrysler,200,Midsize Cars,Front-Wheel Drive,Automatic 9-Speed,4,2.4,,,Regular,Regular Gasoline,,23,36,27,1300,6,FALSE
38099,2017,Chrysler,200,Midsize Cars,Front-Wheel Drive,Automatic 9-Speed,4,2.4,,,Gasoline or E85,Regular Gasoline,E85,23,36,27,1300,6,FALSE
38100,2017,Chrysler,200,Midsize Cars,Front-Wheel Drive,Automatic 9-Speed,6,3.6,,,Gasoline or E85,Regular Gasoline,E85,19,31,23,1500,5,FALSE
38101,2017,Chrysler,200 AWD,Midsize Cars,All-Wheel Drive,Automatic 9-Speed,6,3.6,,,Gasoline or E85,Regular Gasoline,E85,18,28,22,1600,5,FALSE
38102,2017,Infiniti,Q50,Midsize Cars,Rear-Wheel Drive,Automatic (S7),6,3,T,,Premium,Premium Gasoline,,20,29,23,1850,5,FALSE
38103,2017,Infiniti,Q50S Red Sport,Midsize Cars,Rear-Wheel Drive,Automatic (S7),6,3,T,,Premium,Premium Gasoline,,20,26,22,1900,5,FALSE
38104,2017,Infiniti,Q50 AWD,Midsize Cars,All-Wheel Drive,Automatic (S7),6,3,T,,Premium,Premium Gasoline,,19,27,22,1900,5,FALSE
38105,2017,Infiniti,Q50S Red Sport  AWD,Midsize Cars,All-Wheel Drive,Automatic (S7),6,3,T,,Premium,Premium Gasoline,,19,26,22,1900,5,FALSE
38106,2017,Infiniti,Q50,Midsize Cars,Rear-Wheel Drive,Automatic (S7),4,2,T,,Premium,Premium Gasoline,,23,31,26,1650,6,FALSE
38107,2017,Infiniti,Q50 AWD,Midsize Cars,All-Wheel Drive,Automatic (S7),4,2,T,,Premium,Premium Gasoline,,22,28,24,1750,5,FALSE
38108,2017,Jaguar,XF,Midsize Cars,Rear-Wheel Drive,Automatic (S8),4,2,T,,Diesel,Diesel,,31,42,35,1100,8,FALSE
38109,2017,Jaguar,XF AWD,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2,T,,Diesel,Diesel,,30,40,34,1150,8,FALSE
38110,2017,Lexus,ES 350,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,3.5,,,Regular,Regular Gasoline,,21,30,24,1450,5,FALSE
38111,2017,Lexus,ES 300h,Midsize Cars,Front-Wheel Drive,Auto(AV-S6),4,2.5,,,Regular,Regular Gasoline,,40,39,40,850,9,FALSE
38112,2017,Toyota,Corolla iM,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,1.8,,,Regular,Regular Gasoline,,28,36,31,1150,7,FALSE
38113,2017,Toyota,Corolla iM,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.8,,,Regular,Regular Gasoline,,27,35,30,1150,7,FALSE
38114,2017,Kia,Forte 5,Large Cars,Front-Wheel Drive,Automatic (S6),4,2,,,Regular,Regular Gasoline,,25,34,28,1250,6,FALSE
38115,2017,Kia,Forte 5,Large Cars,Front-Wheel Drive,Auto(AM7),4,1.6,T,,Regular,Regular Gasoline,,25,30,27,1300,6,FALSE
38116,2017,Kia,Forte 5,Large Cars,Front-Wheel Drive,Manual 6-Speed,4,1.6,T,,Regular,Regular Gasoline,,23,29,25,1400,5,FALSE
38117,2017,Mercedes-Benz,S550,Large Cars,Rear-Wheel Drive,Automatic 9-Speed,8,4.7,T,,Premium,Premium Gasoline,,18,26,21,2000,4,FALSE
38118,2017,Mercedes-Benz,S550 4matic,Large Cars,4-Wheel Drive,Automatic 9-Speed,8,4.7,T,,Premium,Premium Gasoline,,16,25,20,2100,4,FALSE
38119,2017,Mercedes-Benz,GLA250,Midsize Station Wagons,Front-Wheel Drive,Auto(AM7),4,2,T,,Premium,Premium Gasoline,,24,33,27,1550,6,FALSE
38120,2017,Nissan,Titan 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S7),8,5.6,,,Regular,Regular Gasoline,,15,21,18,1950,3,FALSE
38121,2017,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,4.6,,,Regular,Regular Gasoline,,15,19,16,2200,2,FALSE
38122,2017,Toyota,Tundra 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,5.7,,,Gasoline or E85,Regular Gasoline,E85,13,18,15,2350,2,FALSE
38123,2017,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,5.7,,,Regular,Regular Gasoline,,13,18,15,2350,2,FALSE
38124,2017,Nissan,Titan 4WD,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S7),8,5.6,,,Regular,Regular Gasoline,,15,21,18,1950,3,FALSE
38125,2017,Nissan,Titan 4WD  PRO4X,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S7),8,5.6,,,Regular,Regular Gasoline,,15,20,17,2050,3,FALSE
38126,2017,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,4.6,,,Regular,Regular Gasoline,,14,18,16,2200,2,FALSE
38127,2017,Toyota,Tundra 4WD FFV,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,5.7,,,Gasoline or E85,Regular Gasoline,E85,13,17,15,2350,2,FALSE
38128,2017,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,5.7,,,Regular,Regular Gasoline,,13,17,15,2350,2,FALSE
38129,2017,Buick,Encore,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,1.4,T,,Regular,Regular Gasoline,,27,33,30,1150,7,FALSE
38130,2017,Lexus,RX 350,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S8),6,3.5,,,Regular,Regular Gasoline,,20,27,23,1500,5,FALSE
38131,2017,Buick,Encore AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,1.4,T,,Regular,Regular Gasoline,,26,31,28,1250,6,FALSE
38132,2017,Lexus,RX 350 AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.5,,,Regular,Regular Gasoline,,19,26,22,1600,5,FALSE
38133,2017,Mercedes-Benz,GLA250 4matic,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Auto(AM7),4,2,T,,Premium or E85,Premium Gasoline,E85,23,31,26,1650,6,FALSE
38134,2017,Aston Martin,V12 Vantage S,Two Seaters,Rear-Wheel Drive,Auto(AM7),12,6,,,Premium,Premium Gasoline,,12,18,14,3000,1,FALSE
38135,2017,Aston Martin,V12 Vantage S,Two Seaters,Rear-Wheel Drive,Manual(M7),12,6,,,Premium,Premium Gasoline,,10,16,12,3500,1,FALSE
38136,2017,McLaren Automotive,570S Coupe,Two Seaters,Rear-Wheel Drive,Automatic 7-Speed,8,3.8,T,,Premium,Premium Gasoline,,16,23,19,2250,4,FALSE
38137,2017,McLaren Automotive,570GT,Two Seaters,Rear-Wheel Drive,Automatic 7-Speed,8,3.8,T,,Premium,Premium Gasoline,,16,23,19,2250,4,FALSE
38138,2017,Aston Martin,Vanquish S Zagato,Minicompact Cars,Rear-Wheel Drive,Automatic (S8),12,6,,,Premium,Premium Gasoline,,13,21,16,2650,2,FALSE
