Vehicle ID,Year,Make,Model,Class,Drive,Transmission,Engine Cylinders,Engine Displacement,Turbocharger,Supercharger,Fuel Type,Fuel Type 1,Fuel Type 2,City MPG,Highway MPG,Combined MPG,Annual Fuel Cost,Fuel Economy Score,Gasoline/Electricity Blended
38139,2017,Aston Martin,Rapide S,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),12,6,,,Premium,Premium Gasoline,,14,21,17,2500,3,FALSE
38140,2017,Mercedes-Benz,C300 4matic Convertible,Subcompact Cars,4-Wheel Drive,Automatic 9-Speed,4,2,T,,Premium,Premium Gasoline,,22,29,25,1700,5,FALSE
38141,2017,Mercedes-Benz,C300 Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 9-Speed,4,2,T,,Premium,Premium Gasoline,,23,31,26,1650,6,FALSE
38142,2017,Mercedes-Benz,CLA250 4matic,Compact Cars,4-Wheel Drive,Auto(AM7),4,2,T,,Premium,Premium Gasoline,,23,32,27,1550,6,FALSE
38143,2017,Mercedes-Benz,S550 4matic Coupe,Compact Cars,4-Wheel Drive,Automatic 9-Speed,8,4.7,T,,Premium,Premium Gasoline,,17,25,20,2100,4,FALSE
38144,2017,Mercedes-Benz,AMG S63 4matic Coupe,Compact Cars,4-Wheel Drive,Automatic 7-Speed,8,5.5,T,,Premium,Premium Gasoline,,15,23,18,2350,3,FALSE
38145,2017,Mitsubishi,Lancer,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,2,,,Regular,Regular Gasoline,,24,33,28,1250,6,FALSE
38146,2017,Mitsubishi,Lancer,Compact Cars,Front-Wheel Drive,Auto(AV-S6),4,2,,,Regular,Regular Gasoline,,27,34,30,1150,7,FALSE
38147,2017,Mitsubishi,Lancer 4WD,Compact Cars,All-Wheel Drive,Auto(AV-S6),4,2.4,,,Regular,Regular Gasoline,,23,30,26,1350,6,FALSE
38148,2017,Volkswagen,CC 4motion,Compact Cars,All-Wheel Drive,Automatic (S6),6,3.6,,,Regular,Regular Gasoline,,17,25,20,1750,4,FALSE
38149,2017,Nissan,Altima SR,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,2.5,,,Regular,Regular Gasoline,,26,37,30,1150,7,FALSE
38150,2017,Nissan,Altima,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,2.5,,,Regular,Regular Gasoline,,27,39,31,1150,7,FALSE
38151,2017,Nissan,Altima,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),6,3.5,,,Regular,Regular Gasoline,,22,32,26,1350,6,FALSE
38152,2017,Toyota,Corolla,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.8,,,Regular,Regular Gasoline,,27,35,30,1150,7,FALSE
38153,2017,Toyota,Corolla,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,28,36,32,1100,7,FALSE
38154,2017,Toyota,Corolla,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,1.8,,,Regular,Regular Gasoline,,28,35,31,1150,7,FALSE
38155,2017,Toyota,Corolla LE Eco,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,30,40,34,1050,8,FALSE
38156,2017,Toyota,Corolla LE Eco,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,29,38,33,1050,8,FALSE
38157,2017,Mercedes-Benz,AMG S63 4matic,Large Cars,4-Wheel Drive,Automatic 7-Speed,8,5.5,T,,Premium,Premium Gasoline,,15,23,18,2350,3,FALSE
38158,2017,Honda,HR-V FWD,Small Station Wagons,Front-Wheel Drive,Manual 6-Speed,4,1.8,,,Regular,Regular Gasoline,,25,33,28,1250,6,FALSE
38159,2017,Honda,HR-V FWD,Small Station Wagons,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,28,34,31,1150,7,FALSE
38160,2017,Honda,HR-V FWD,Small Station Wagons,Front-Wheel Drive,Auto(AV-S7),4,1.8,,,Regular,Regular Gasoline,,28,34,31,1150,7,FALSE
38161,2017,Honda,HR-V AWD,Small Station Wagons,All-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,27,31,29,1200,7,FALSE
38162,2017,Honda,HR-V AWD,Small Station Wagons,All-Wheel Drive,Auto(AV-S7),4,1.8,,,Regular,Regular Gasoline,,27,31,29,1200,7,FALSE
38163,2017,Nissan,Pathfinder 2WD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (variable gear ratios),6,3.5,,,Regular,Regular Gasoline,,20,27,23,1500,5,FALSE
38164,2017,Jaguar,F-Pace,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2,T,,Diesel,Diesel,,26,33,29,1350,7,FALSE
38165,2017,Nissan,Pathfinder 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (variable gear ratios),6,3.5,,,Regular,Regular Gasoline,,19,26,22,1600,5,FALSE
38166,2017,Nissan,Pathfinder 4WD Platinum,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (variable gear ratios),6,3.5,,,Regular,Regular Gasoline,,19,26,21,1650,4,FALSE
38167,2017,Lexus,RX 450h AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),6,3.5,,,Premium,Premium Gasoline,,31,28,30,1400,7,FALSE
38168,2017,Kia,Soul Electric,Small Station Wagons,Front-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,120,92,105,600,10,FALSE
38169,2017,BMW,X5 xDrive40e,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2,T,,Premium and Electricity,Premium Gasoline,Electricity,23,25,24,1750,7,TRUE
38170,2016,Tesla,Model S (60 kW-hr battery pack),Large Cars,Rear-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,98,101,99,650,10,FALSE
38171,2016,Tesla,Model S AWD - 60D,Large Cars,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,101,107,104,600,10,FALSE
38172,2016,Tesla,Model S AWD - P100D,Large Cars,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,92,105,98,700,10,FALSE
38173,2016,Tesla,Model X AWD - 60D,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,91,94,93,700,10,FALSE
38174,2017,Mazda,MX-5,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,4,2,,,Premium,Premium Gasoline,,26,33,29,1450,7,FALSE
38175,2017,Mazda,MX-5,Two Seaters,Rear-Wheel Drive,Automatic (S6),4,2,,,Premium,Premium Gasoline,,26,35,29,1450,7,FALSE
38176,2017,Audi,A3 Cabriolet quattro,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2,T,,Regular,Regular Gasoline,,22,30,25,1400,5,FALSE
38177,2017,Hyundai,Elantra,Midsize Cars,Front-Wheel Drive,Auto(AM7),4,1.6,T,,Regular,Regular Gasoline,,26,33,29,1200,7,FALSE
38178,2017,Hyundai,Elantra,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.6,T,,Regular,Regular Gasoline,,22,30,25,1400,5,FALSE
38179,2017,MINI,Cooper S Clubman,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,2,T,,Premium,Premium Gasoline,,22,31,25,1700,5,FALSE
38180,2017,Fiat,500 X,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Manual 6-Speed,4,1.4,T,,Premium,Premium Gasoline,,25,33,28,1500,6,FALSE
38181,2017,Fiat,500 X,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 9-Speed,4,2.4,,,Regular,Regular Gasoline,,22,30,25,1400,5,FALSE
38182,2017,Jeep,Renegade 2WD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Manual 6-Speed,4,1.4,T,,Premium,Premium Gasoline,,24,31,26,1650,6,FALSE
38183,2017,Fiat,500 X AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 9-Speed,4,2.4,,,Regular,Regular Gasoline,,21,29,24,1450,5,FALSE
38184,2017,Jeep,Renegade 4WD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Manual 6-Speed,4,1.4,T,,Premium,Premium Gasoline,,24,31,26,1650,6,FALSE
38185,2017,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 8-Speed,8,5.3,,,Regular,Regular Gasoline,,16,22,18,1950,3,FALSE
38186,2017,GMC,Sierra C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 8-Speed,8,5.3,,,Regular,Regular Gasoline,,16,22,18,1950,3,FALSE
38187,2017,Chevrolet,Bolt,Small Station Wagons,Front-Wheel Drive,Automatic (A1),,,,,Electricity,Electricity,,128,110,119,550,10,FALSE
38188,2017,Lexus,RC 300 AWD,Subcompact Cars,All-Wheel Drive,Automatic (S6),6,3.5,,,Premium,Premium Gasoline,,19,26,21,2000,4,FALSE
38189,2017,Lexus,RC 350,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3.5,,,Premium,Premium Gasoline,,19,28,22,1900,5,FALSE
38190,2017,Lexus,RC 350 AWD,Subcompact Cars,All-Wheel Drive,Automatic (S6),6,3.5,,,Premium,Premium Gasoline,,19,26,21,2000,4,FALSE
38191,2017,Lexus,RC F,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),8,5,,,Premium,Premium Gasoline,,16,25,19,2250,4,FALSE
38192,2017,Lexus,RC 200t,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),4,2,T,,Premium,Premium Gasoline,,22,32,26,1650,6,FALSE
38193,2017,Roush Performance,Stage 3 Mustang,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,5,,S,Premium,Premium Gasoline,,13,23,16,2650,2,FALSE
38194,2017,Roush Performance,Stage 3 Mustang,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),8,5,,S,Premium,Premium Gasoline,,14,22,17,2500,3,FALSE
38195,2017,Lexus,GS F,Compact Cars,Rear-Wheel Drive,Automatic (S8),8,5,,,Premium,Premium Gasoline,,16,24,19,2250,4,FALSE
38196,2017,Mercedes-Benz,CLA250 4matic,Compact Cars,4-Wheel Drive,Auto(AM7),4,2,T,,Premium or E85,Premium Gasoline,E85,23,32,27,1550,6,FALSE
38197,2017,Lexus,LS 460,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,4.6,,,Premium,Premium Gasoline,,16,24,19,2250,4,FALSE
38198,2017,Lexus,LS 460 AWD,Midsize Cars,All-Wheel Drive,Automatic (S8),8,4.6,,,Premium,Premium Gasoline,,16,23,18,2350,3,FALSE
38199,2017,Lexus,LS 460 L,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,4.6,,,Premium,Premium Gasoline,,16,24,19,2250,4,FALSE
38200,2017,Lexus,LS 460 L AWD,Midsize Cars,All-Wheel Drive,Automatic (S8),8,4.6,,,Premium,Premium Gasoline,,16,23,18,2350,3,FALSE
38201,2017,Lexus,GS 350,Midsize Cars,Rear-Wheel Drive,Automatic (S8),6,3.5,,,Premium,Premium Gasoline,,20,28,23,1850,5,FALSE
38202,2017,Lexus,GS 350 AWD,Midsize Cars,All-Wheel Drive,Automatic (S6),6,3.5,,,Premium,Premium Gasoline,,19,26,22,1900,5,FALSE
38203,2017,Lexus,GS 350 F Sport,Midsize Cars,Rear-Wheel Drive,Automatic (S8),6,3.5,,,Premium,Premium Gasoline,,19,27,22,1900,5,FALSE
38204,2017,Lexus,GS 200t,Midsize Cars,Rear-Wheel Drive,Automatic (S8),4,2,T,,Premium,Premium Gasoline,,22,32,26,1650,6,FALSE
38205,2017,Lexus,GS 200t F Sport,Midsize Cars,Rear-Wheel Drive,Automatic (S8),4,2,T,,Premium,Premium Gasoline,,21,30,24,1750,5,FALSE
38206,2017,Lexus,GS 450h,Midsize Cars,Rear-Wheel Drive,Auto(AV-S8),6,3.5,,,Premium,Premium Gasoline,,29,34,31,1350,7,FALSE
38207,2017,MINI,Cooper Clubman All4,Midsize Cars,All-Wheel Drive,Manual 6-Speed,4,1.5,T,,Premium,Premium Gasoline,,22,32,26,1650,6,FALSE
38208,2017,Kia,Optima,Large Cars,Front-Wheel Drive,Auto(AM7),4,1.6,T,,Regular,Regular Gasoline,,28,37,31,1150,7,FALSE
38209,2017,Kia,Optima,Large Cars,Front-Wheel Drive,Automatic (S6),4,2,T,,Regular,Regular Gasoline,,22,31,25,1400,5,FALSE
38210,2017,Kia,Optima FE,Large Cars,Front-Wheel Drive,Automatic (S6),4,2.4,,,Regular,Regular Gasoline,,25,36,29,1200,7,FALSE
38211,2017,Kia,Optima,Large Cars,Front-Wheel Drive,Automatic (S6),4,2.4,,,Regular,Regular Gasoline,,24,34,28,1250,6,FALSE
38212,2017,Mercedes-Benz,Maybach S550 4matic,Large Cars,4-Wheel Drive,Automatic 9-Speed,8,4.7,T,,Premium,Premium Gasoline,,16,24,19,2250,4,FALSE
38213,2017,Nissan,Murano FWD,Midsize Station Wagons,Front-Wheel Drive,Auto(AV-S7),6,3.5,,,Regular,Regular Gasoline,,21,28,24,1450,5,FALSE
38214,2017,Nissan,Murano AWD,Midsize Station Wagons,All-Wheel Drive,Auto(AV-S7),6,3.5,,,Regular,Regular Gasoline,,21,28,24,1450,5,FALSE
38215,2017,Ford,F150 4WD BASE PAYLOAD LT TIRE,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S10),6,3.5,T,,Regular,Regular Gasoline,,17,22,19,1850,4,FALSE
38216,2017,Chevrolet,City Express Cargo Van,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic (variable gear ratios),4,2,,,Regular,Regular Gasoline,,24,26,25,1400,5,FALSE
38217,2017,Nissan,NV200 Cargo Van,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic (variable gear ratios),4,2,,,Regular,Regular Gasoline,,24,26,25,1400,5,FALSE
38218,2017,Infiniti,QX60 FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Auto(AV-S7),6,3.5,,,Premium,Premium Gasoline,,20,27,22,1900,5,FALSE
38219,2017,Infiniti,QX60 AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S7),6,3.5,,,Premium,Premium Gasoline,,19,26,22,1900,5,FALSE
38220,2017,Jeep,Wrangler 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 5-Speed,6,3.6,,,Regular,Regular Gasoline,,17,21,18,1950,3,FALSE
38221,2017,Jeep,Wrangler 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Manual 6-Speed,6,3.6,,,Regular,Regular Gasoline,,17,21,18,1950,3,FALSE
38222,2017,Jeep,Wrangler Unlimited 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 5-Speed,6,3.6,,,Regular,Regular Gasoline,,16,20,18,1950,3,FALSE
38223,2017,Jeep,Wrangler Unlimited 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Manual 6-Speed,6,3.6,,,Regular,Regular Gasoline,,16,21,18,1950,3,FALSE
38224,2017,Infiniti,QX80 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S7),8,5.6,,,Premium,Premium Gasoline,,14,20,16,2650,2,FALSE
38225,2017,Infiniti,QX60 Hybrid FWD,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Auto(AV-S7),4,2.5,,S,Regular,Regular Gasoline,,25,27,26,1350,6,FALSE
38226,2017,Infiniti,QX80 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S7),8,5.6,,,Premium,Premium Gasoline,,13,19,15,2800,2,FALSE
38227,2017,Infiniti,QX60 Hybrid AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S7),4,2.5,,S,Regular,Regular Gasoline,,25,27,26,1350,6,FALSE
38228,2017,Audi,A3 e-tron,Compact Cars,Front-Wheel Drive,Auto(AM-S6),4,1.4,T,,Premium and Electricity,Premium Gasoline,Electricity,33,36,34,1250,10,TRUE
38229,2017,BMW,i3 REX  (94 Amp-hour battery),Subcompact Cars,Rear-Wheel Drive,Automatic (A1),2,0.6,,,Premium Gas or Electricity,Premium Gasoline,Electricity,36,33,35,1200,10,FALSE
38230,2017,BMW,i8,Subcompact Cars,All-Wheel Drive,Automatic 6-Speed,3,1.5,T,,Premium and Electricity,Premium Gasoline,Electricity,28,29,28,1500,8,TRUE
38231,2017,Audi,A3,Subcompact Cars,Front-Wheel Drive,Auto(AM-S7),4,2,T,,Regular,Regular Gasoline,,26,35,29,1200,7,FALSE
38232,2017,Audi,A3 Cabriolet,Subcompact Cars,Front-Wheel Drive,Auto(AM-S7),4,2,T,,Regular,Regular Gasoline,,25,34,28,1250,6,FALSE
38233,2017,Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,,S,Premium,Premium Gasoline,,14,20,16,2650,2,FALSE
38234,2017,Volkswagen,Beetle Convertible,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,T,,Regular,Regular Gasoline,,24,33,28,1250,6,FALSE
38235,2017,Volkswagen,Beetle Dune Convertible,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,T,,Regular,Regular Gasoline,,24,31,27,1300,6,FALSE
38236,2017,Honda,Civic 2Dr,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,2,,,Regular,Regular Gasoline,,28,39,32,1100,7,FALSE
38237,2017,Honda,Civic 2Dr,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,2,,,Regular,Regular Gasoline,,30,39,34,1050,8,FALSE
38238,2017,Honda,Civic 2Dr,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,T,,Regular,Regular Gasoline,,30,41,35,1000,8,FALSE
38239,2017,Honda,Civic 2Dr,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.5,T,,Regular,Regular Gasoline,,31,40,35,1000,8,FALSE
38240,2017,Mercedes-Benz,CLA250,Compact Cars,Front-Wheel Drive,Auto(AM7),4,2,T,,Premium,Premium Gasoline,,24,36,29,1450,7,FALSE
38241,2017,Volkswagen,Beetle,Compact Cars,Front-Wheel Drive,Auto(AM-S6),4,2,T,,Regular,Regular Gasoline,,23,29,26,1350,6,FALSE
38242,2017,Volkswagen,Beetle,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,T,,Regular,Regular Gasoline,,24,33,28,1250,6,FALSE
38243,2017,Volkswagen,Beetle Dune,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,T,,Regular,Regular Gasoline,,24,31,27,1300,6,FALSE
38244,2017,Bentley,Mulsanne EWB,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,6.8,T,,Premium,Premium Gasoline,,11,17,13,3250,1,FALSE
38245,2017,Ford,Focus RS AWD,Midsize Cars,All-Wheel Drive,Manual 6-Speed,4,2.3,T,,Premium,Premium Gasoline,,19,25,22,1900,5,FALSE
38246,2017,Honda,Civic 4Dr,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,2,,,Regular,Regular Gasoline,,28,40,32,1100,7,FALSE
38247,2017,Honda,Civic 4Dr,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,2,,,Regular,Regular Gasoline,,31,40,34,1050,8,FALSE
38248,2017,Honda,Civic 4Dr,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,T,,Regular,Regular Gasoline,,31,42,35,1000,8,FALSE
38249,2017,Honda,Civic 4Dr,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.5,T,,Regular,Regular Gasoline,,32,42,36,950,8,FALSE
38250,2017,MINI,Cooper Clubman All4,Midsize Cars,All-Wheel Drive,Automatic (S8),4,1.5,T,,Premium,Premium Gasoline,,22,29,25,1700,5,FALSE
38251,2017,Nissan,Sentra,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.8,,,Regular,Regular Gasoline,,27,35,30,1150,7,FALSE
38252,2017,Nissan,Sentra,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,,,Regular,Regular Gasoline,,29,37,32,1100,7,FALSE
38253,2017,Nissan,Sentra,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.6,T,,Premium,Premium Gasoline,,26,32,28,1500,6,FALSE
38254,2017,Nissan,Sentra,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,1.6,T,,Premium,Premium Gasoline,,27,33,29,1450,7,FALSE
38255,2017,Honda,Civic 5Dr,Large Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,T,,Regular,Regular Gasoline,,30,39,33,1050,8,FALSE
38256,2017,Honda,Civic 5Dr,Large Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.5,T,,Regular,Regular Gasoline,,31,40,34,1050,8,FALSE
38257,2017,Honda,Civic 5Dr Sport,Large Cars,Front-Wheel Drive,Auto(AV-S7),4,1.5,T,,Premium,Premium Gasoline,,30,36,32,1300,7,FALSE
38258,2017,Honda,Civic 5Dr Sport,Large Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,T,,Premium,Premium Gasoline,,30,39,33,1300,8,FALSE
38259,2017,Volkswagen,Golf Alltrack,Small Station Wagons,All-Wheel Drive,Auto(AM-S6),4,1.8,T,,Regular,Regular Gasoline,,22,30,25,1400,5,FALSE
38260,2017,Volkswagen,Golf SportWagen 4motion,Small Station Wagons,All-Wheel Drive,Auto(AM-S6),4,1.8,T,,Regular,Regular Gasoline,,22,30,25,1400,5,FALSE
38261,2017,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,5,,,Gasoline or E85,Regular Gasoline,E85,15,22,18,1950,3,FALSE
38262,2017,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,5,,,Gasoline or E85,Regular Gasoline,E85,14,20,16,2200,2,FALSE
38263,2017,Ford,F150 2.7L 2WD GVWR>6649 LBS,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),6,2.7,T,,Regular,Regular Gasoline,,18,24,21,1650,4,FALSE
38264,2017,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),6,2.7,T,,Regular,Regular Gasoline,,19,26,22,1600,5,FALSE
38265,2017,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,6,3.5,,,Gasoline or E85,Regular Gasoline,E85,18,24,20,1750,4,FALSE
38266,2017,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S10),6,3.5,T,,Regular,Regular Gasoline,,18,25,21,1650,4,FALSE
38267,2017,Ford,F150 3.5L 2WD GVWR>7599 LBS,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S10),6,3.5,T,,Regular,Regular Gasoline,,17,22,19,1850,4,FALSE
38268,2017,Ford,F150 2WD BASE PAYLOAD LT TIRE,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),6,2.7,T,,Regular,Regular Gasoline,,19,24,21,1650,4,FALSE
38269,2017,Ford,F150 2WD BASE PAYLOAD LT TIRE,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S10),6,3.5,T,,Regular,Regular Gasoline,,18,23,20,1750,4,FALSE
38270,2017,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,5,,,Gasoline or E85,Regular Gasoline,E85,15,21,17,2050,3,FALSE
38271,2017,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,5,,,Gasoline or E85,Regular Gasoline,E85,14,19,16,2200,2,FALSE
38272,2017,Ford,F150 2.7L 4WD GVWR>6649 LBS,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),6,2.7,T,,Regular,Regular Gasoline,,18,22,19,1850,4,FALSE
